player_id,name,pos,dob,current_team,year,team,g,pa,hr,r,rbi,sb,avg,normal_hr,normal_r,normal_rbi,normal_sb,normal_avg,z_hr,z_r,z_rbi,z_sb,z_avg,value,cost,drafted
10155,Mike Trout,OF,33457,Angels,2014,Steamer,146,663,27,109,89,31,0.308,0.040723982,0.164404223,0.134238311,0.046757164,0.000464555,1.42,1.59,1.02,2.20,-0.51,3.80,48,0
1744,Miguel Cabrera,1B/3B,30424,Tigers,2014,Steamer,148,656,37,105,115,3,0.325,0.056402439,0.160060976,0.175304878,0.004573171,0.000495427,2.48,1.50,1.90,-0.56,-0.51,3.16,40,0
1887,Jose Bautista,3B/OF,29513,Blue Jays,2014,Steamer,130,581,33,88,90,6,0.262,0.056798623,0.151462995,0.154905336,0.010327022,0.000450947,2.51,1.31,1.46,-0.18,-0.51,2.67,34,0
9272,Chris Davis,1B,31488,Orioles,2014,Steamer,146,620,37,86,99,3,0.266,0.059677419,0.138709677,0.159677419,0.00483871,0.000429032,2.70,1.04,1.57,-0.54,-0.51,2.64,33,0
2151,Edwin Encarnacion,3B,30323,Blue Jays,2014,Steamer,148,645,33,92,100,7,0.271,0.051162791,0.142635659,0.15503876,0.010852713,0.000420155,2.13,1.12,1.47,-0.15,-0.51,2.62,33,0
4727,Jacoby Ellsbury,OF,30570,Red Sox,2014,Steamer,146,677,15,92,64,37,0.276,0.022156573,0.135893648,0.094534712,0.05465288,0.000407681,0.17,0.98,0.16,2.72,-0.51,2.38,30,0
1177,Albert Pujols,1B,29236,Angels,2014,Steamer,138,613,30,87,97,4,0.282,0.048939641,0.141924959,0.158238173,0.006525285,0.000460033,1.98,1.11,1.54,-0.43,-0.51,2.26,28,0
4613,Prince Fielder,1B,30811,Tigers,2014,Steamer,146,634,29,92,99,1,0.292,0.045741325,0.14511041,0.15615142,0.001577287,0.000460568,1.76,1.17,1.49,-0.76,-0.51,2.00,25,0
6368,Adam Jones,OF,31260,Orioles,2014,Steamer,133,580,25,73,86,9,0.278,0.043103448,0.125862069,0.148275862,0.015517241,0.00047931,1.58,0.76,1.32,0.16,-0.51,1.92,24,0
9368,Evan Longoria,3B,31327,Rays,2014,Steamer,146,640,30,86,96,2,0.264,0.046875,0.134375,0.15,0.003125,0.0004125,1.84,0.94,1.36,-0.65,-0.51,1.90,24,0
3708,Rajai Davis,OF,29513,Blue Jays,2014,Steamer,97,418,6,49,40,35,0.258,0.014354067,0.11722488,0.09569378,0.083732057,0.000617225,-0.36,0.57,0.18,4.63,-0.51,1.89,24,0
639,Adrian Beltre,3B,28952,Rangers,2014,Steamer,146,633,28,85,101,1,0.296,0.044233807,0.134281201,0.159557662,0.001579779,0.000467615,1.66,0.94,1.56,-0.76,-0.51,1.84,23,0
2090,Alex Rios,OF,29635,Rangers,2014,Steamer,138,595,16,70,75,23,0.268,0.026890756,0.117647059,0.12605042,0.038655462,0.00045042,0.49,0.58,0.84,1.67,-0.51,1.83,23,0
2090,Alex Rios,OF,29635,White Sox,2014,Steamer,138,595,16,70,75,23,0.268,0.026890756,0.117647059,0.12605042,0.038655462,0.00045042,0.49,0.58,0.84,1.67,-0.51,1.83,23,0
11846,Leonys Martin,OF,32208,Rangers,2014,Steamer,130,523,10,65,56,29,0.267,0.019120459,0.124282983,0.10707457,0.055449331,0.000510516,-0.03,0.73,0.43,2.77,-0.51,1.77,22,0
1572,Coco Crisp,OF,29160,Athletics,2014,Steamer,130,598,15,81,59,25,0.261,0.025083612,0.135451505,0.098662207,0.04180602,0.000436455,0.37,0.97,0.25,1.88,-0.51,1.77,22,0
6876,Mark Trumbo,1B/OF,31428,Angels,2014,Steamer,132,560,27,68,82,5,0.254,0.048214286,0.121428571,0.146428571,0.008928571,0.000453571,1.93,0.66,1.28,-0.27,-0.51,1.73,22,0
10071,Jonathan Villar,SS,33360,Astros,2014,Steamer,122,527,10,61,47,33,0.243,0.018975332,0.115749526,0.089184061,0.062618596,0.000461101,-0.04,0.54,0.04,3.24,-0.51,1.73,22,0
13110,Yoenis Cespedes,OF,31338,Athletics,2014,Steamer,122,529,22,66,76,9,0.261,0.041587902,0.124763705,0.143667297,0.017013233,0.000493384,1.48,0.74,1.22,0.26,-0.51,1.69,21,0
6195,Ian Kinsler,2B,30124,Rangers,2014,Steamer,146,676,19,93,71,19,0.261,0.028106509,0.137573964,0.105029586,0.028106509,0.000386095,0.57,1.01,0.38,0.98,-0.51,1.65,21,0
319,Adam Dunn,1B/OF,29168,White Sox,2014,Steamer,136,592,30,75,80,2,0.216,0.050675676,0.126689189,0.135135135,0.003378378,0.000364865,2.10,0.78,1.04,-0.64,-0.51,1.63,21,0
745,David Ortiz,DH,27716,Red Sox,2014,Steamer,130,562,24,79,85,2,0.285,0.042704626,0.140569395,0.151245552,0.003558719,0.000507117,1.56,1.08,1.38,-0.63,-0.51,1.62,20,0
847,Alfonso Soriano,2B/OF,27766,Yankees,2014,Steamer,130,558,23,65,76,10,0.238,0.041218638,0.116487455,0.136200717,0.017921147,0.000426523,1.46,0.56,1.06,0.31,-0.51,1.61,20,0
9776,Jason Kipnis,2B,31870,Indians,2014,Steamer,138,618,15,78,69,22,0.262,0.024271845,0.126213592,0.111650485,0.035598706,0.000423948,0.31,0.77,0.53,1.47,-0.51,1.59,20,0
2434,Nelson Cruz,OF,29403,Rangers,2014,Steamer,130,548,25,66,77,6,0.254,0.045620438,0.120437956,0.140510949,0.010948905,0.000463504,1.75,0.64,1.15,-0.14,-0.51,1.59,20,0
1281,Mark Teixeira,1B,29322,Yankees,2014,Steamer,130,566,26,74,80,3,0.247,0.045936396,0.130742049,0.141342756,0.005300353,0.000436396,1.78,0.86,1.17,-0.51,-0.51,1.58,20,0
3516,Eric Hosmer,1B,32805,Royals,2014,Steamer,148,643,21,83,85,11,0.288,0.032659409,0.129082426,0.132192846,0.017107309,0.0004479,0.88,0.83,0.97,0.26,-0.51,1.56,20,0
4747,Curtis Granderson,OF,29661,Yankees,2014,Steamer,133,581,24,71,68,11,0.228,0.04130809,0.122203098,0.117039587,0.018932874,0.000392427,1.46,0.68,0.64,0.38,-0.51,1.55,19,0
10047,Wil Myers,OF,33217,Rays,2014,Steamer,146,625,24,77,83,8,0.264,0.0384,0.1232,0.1328,0.0128,0.0004224,1.27,0.70,0.98,-0.02,-0.51,1.52,19,0
3269,Robinson Cano,2B,30246,Yankees,2014,Steamer,146,644,24,86,90,4,0.292,0.037267081,0.133540373,0.139751553,0.00621118,0.000453416,1.19,0.92,1.14,-0.45,-0.51,1.47,19,0
1875,Josh Hamilton,OF,29727,Angels,2014,Steamer,138,602,24,77,85,4,0.263,0.03986711,0.127906977,0.141196013,0.006644518,0.000436877,1.37,0.80,1.17,-0.42,-0.51,1.45,18,0
1965,Desmond Jennings,OF,31715,Rays,2014,Steamer,138,624,15,80,59,23,0.247,0.024038462,0.128205128,0.094551282,0.036858974,0.000395833,0.30,0.81,0.16,1.56,-0.51,1.44,18,0
9911,Chris Carter,1B/OF,31764,Astros,2014,Steamer,118,504,25,64,71,2,0.235,0.049603175,0.126984127,0.140873016,0.003968254,0.00046627,2.02,0.78,1.16,-0.60,-0.51,1.44,18,0
7002,Will Middlebrooks,3B,32395,Red Sox,2014,Steamer,122,491,22,60,69,5,0.261,0.044806517,0.122199593,0.140529532,0.010183299,0.000531568,1.70,0.68,1.15,-0.19,-0.51,1.39,18,0
5247,Brett Lawrie,3B,32891,Blue Jays,2014,Steamer,130,553,17,70,68,13,0.274,0.03074141,0.126582278,0.122965642,0.023508137,0.000495479,0.75,0.77,0.77,0.68,-0.51,1.37,17,0
5417,Jose Altuve,2B,32999,Astros,2014,Steamer,143,650,9,79,62,29,0.288,0.013846154,0.121538462,0.095384615,0.044615385,0.000443077,-0.39,0.67,0.18,2.06,-0.51,1.31,16,0
1736,Jose Reyes,SS,30478,Blue Jays,2014,Steamer,130,600,10,82,58,23,0.29,0.016666667,0.136666667,0.096666667,0.038333333,0.000483333,-0.20,0.99,0.20,1.65,-0.51,1.28,16,0
8027,Adam Lind,1B/DH/OF,30514,Blue Jays,2014,Steamer,138,592,24,75,84,1,0.265,0.040540541,0.126689189,0.141891892,0.001689189,0.000447635,1.41,0.78,1.18,-0.75,-0.51,1.25,16,0
4467,Brandon Moss,1B/OF,30575,Athletics,2014,Steamer,105,444,21,55,62,3,0.244,0.047297297,0.123873874,0.13963964,0.006756757,0.00054955,1.87,0.72,1.13,-0.42,-0.51,1.24,16,0
1677,Shane Victorino,OF,29555,Red Sox,2014,Steamer,113,511,11,68,56,17,0.272,0.021526419,0.133072407,0.109589041,0.033268102,0.00053229,0.13,0.91,0.48,1.32,-0.51,1.20,15,0
8610,Kendrys Morales,1B/DH,30487,Mariners,2014,Steamer,146,632,25,76,89,1,0.275,0.039556962,0.120253165,0.140822785,0.001582278,0.000435127,1.35,0.64,1.16,-0.76,-0.51,1.19,15,0
9927,Brett Gardner,OF,30552,Yankees,2014,Steamer,146,655,9,83,54,29,0.26,0.013740458,0.126717557,0.082442748,0.044274809,0.000396947,-0.40,0.78,-0.10,2.04,-0.51,1.19,15,0
5038,Josh Donaldson,3B,31389,Athletics,2014,Steamer,146,620,22,78,80,5,0.271,0.035483871,0.125806452,0.129032258,0.008064516,0.000437097,1.07,0.76,0.90,-0.33,-0.51,1.17,15,0
11200,Kole Calhoun,OF,32064,Angels,2014,Steamer,122,520,16,66,64,10,0.274,0.030769231,0.126923077,0.123076923,0.019230769,0.000526923,0.75,0.78,0.77,0.40,-0.51,1.15,14,0
3892,Josh Reddick,OF,31827,Athletics,2014,Steamer,118,498,19,59,63,7,0.239,0.03815261,0.118473896,0.126506024,0.014056225,0.00047992,1.25,0.60,0.85,0.06,-0.51,1.12,14,0
9893,Colby Rasmus,OF,31635,Blue Jays,2014,Steamer,122,514,21,65,67,3,0.248,0.040856031,0.126459144,0.130350195,0.005836576,0.00048249,1.43,0.77,0.93,-0.48,-0.51,1.11,14,0
3057,Mike Napoli,C/1B,29890,Red Sox,2014,Steamer,113,472,20,61,64,2,0.245,0.042372881,0.129237288,0.13559322,0.004237288,0.000519068,1.54,0.83,1.05,-0.58,-0.51,1.10,14,0
9981,Michael Saunders,OF,31735,Mariners,2014,Steamer,139,584,16,66,61,16,0.231,0.02739726,0.113013699,0.104452055,0.02739726,0.000395548,0.52,0.48,0.37,0.94,-0.51,1.05,13,0
4599,Nick Swisher,1B/OF,29550,Indians,2014,Steamer,144,629,23,82,79,2,0.255,0.036565978,0.13036566,0.125596184,0.00317965,0.000405405,1.14,0.86,0.83,-0.65,-0.51,1.05,13,0
2103,Josh Willingham,OF,28903,Twins,2014,Steamer,139,607,24,74,77,2,0.232,0.039538715,0.121911038,0.126853377,0.003294893,0.000382208,1.34,0.67,0.86,-0.64,-0.51,1.05,13,0
5209,Alex Gordon,3B/OF,30722,Royals,2014,Steamer,144,661,18,89,72,10,0.274,0.027231467,0.134644478,0.10892587,0.015128593,0.000414523,0.51,0.95,0.47,0.13,-0.51,1.03,13,0
3882,Chris Young,OF,30564,Athletics,2014,Steamer,126,536,17,59,58,13,0.225,0.031716418,0.110074627,0.108208955,0.024253731,0.000419776,0.82,0.42,0.45,0.73,-0.51,1.02,13,0
6387,Michael Bourn,OF,30312,Indians,2014,Steamer,138,640,6,80,48,31,0.26,0.009375,0.125,0.075,0.0484375,0.00040625,-0.69,0.74,-0.27,2.31,-0.51,1.02,13,0
3353,Matt Joyce,OF,30897,Rays,2014,Steamer,105,454,16,58,56,6,0.249,0.035242291,0.127753304,0.123348018,0.013215859,0.000548458,1.05,0.80,0.78,0.01,-0.51,0.97,12,0
3086,Mitch Moreland,1B,31296,Rangers,2014,Steamer,138,552,21,67,72,2,0.253,0.038043478,0.121376812,0.130434783,0.003623188,0.000458333,1.24,0.66,0.93,-0.62,-0.51,0.94,12,0
10306,Oswaldo Arcia,OF,33367,Twins,2014,Steamer,122,504,19,59,65,4,0.261,0.037698413,0.117063492,0.128968254,0.007936508,0.000517857,1.22,0.57,0.90,-0.34,-0.51,0.93,12,0
8709,Elvis Andrus,SS,32381,Rangers,2014,Steamer,146,662,5,82,57,29,0.274,0.00755287,0.123867069,0.086102719,0.043806647,0.000413897,-0.81,0.72,-0.03,2.01,-0.51,0.91,11,0
7399,Billy Butler,1B/DH,31520,Royals,2014,Steamer,148,648,20,84,88,1,0.293,0.030864198,0.12962963,0.135802469,0.00154321,0.00045216,0.76,0.84,1.05,-0.76,-0.51,0.90,11,0
2396,Carlos Santana,C,31510,Indians,2014,Steamer,146,623,20,78,77,4,0.252,0.032102729,0.125200642,0.123595506,0.006420546,0.000404494,0.84,0.74,0.79,-0.44,-0.51,0.89,11,0
8370,Dustin Pedroia,2B,30545,Red Sox,2014,Steamer,138,618,12,79,72,13,0.288,0.019417476,0.127831715,0.116504854,0.021035599,0.000466019,-0.01,0.80,0.63,0.52,-0.51,0.88,11,0
3371,Alejandro De Aza,OF,30783,White Sox,2014,Steamer,113,524,11,66,47,17,0.265,0.020992366,0.125954198,0.089694656,0.032442748,0.000505725,0.09,0.76,0.05,1.27,-0.51,0.87,11,0
3190,Nate McLouth,OF,29887,Orioles,2014,Steamer,115,509,11,58,46,18,0.241,0.021611002,0.113948919,0.090373281,0.035363458,0.000473477,0.13,0.50,0.07,1.46,-0.51,0.84,11,0
9785,Kyle Seager,3B,32084,Mariners,2014,Steamer,146,638,18,75,76,8,0.262,0.028213166,0.117554859,0.119122257,0.012539185,0.000410658,0.58,0.58,0.69,-0.04,-0.51,0.83,10,0
7435,Ben Zobrist,2B/OF,29732,Rays,2014,Steamer,147,658,16,83,74,10,0.264,0.024316109,0.126139818,0.112462006,0.015197568,0.000401216,0.32,0.77,0.55,0.14,-0.51,0.83,10,0
9328,Drew Stubbs,OF,30959,Indians,2014,Steamer,67,279,8,34,29,11,0.251,0.028673835,0.121863799,0.103942652,0.039426523,0.000899642,0.61,0.67,0.36,1.72,-0.50,0.80,10,0
12775,Brad Miller,SS,32799,Mariners,2014,Steamer,138,628,14,80,60,14,0.268,0.022292994,0.127388535,0.095541401,0.022292994,0.000426752,0.18,0.79,0.18,0.60,-0.51,0.78,10,0
697,J.P. Arencibia,C,31417,Blue Jays,2014,Steamer,89,361,16,41,48,2,0.222,0.04432133,0.113573407,0.132963989,0.005540166,0.000614958,1.67,0.49,0.99,-0.50,-0.51,0.78,10,0
3917,Dayan Viciedo,OF,32577,White Sox,2014,Steamer,96,390,16,46,52,1,0.266,0.041025641,0.117948718,0.133333333,0.002564103,0.000682051,1.44,0.59,1.00,-0.69,-0.51,0.71,9,0
5760,Avisail Garcia,OF,33401,Tigers,2014,Steamer,120,490,13,54,56,10,0.278,0.026530612,0.110204082,0.114285714,0.020408163,0.000567347,0.47,0.42,0.58,0.48,-0.51,0.71,9,0
5760,Avisail Garcia,OF,33401,White Sox,2014,Steamer,120,490,13,54,56,10,0.278,0.026530612,0.110204082,0.114285714,0.020408163,0.000567347,0.47,0.42,0.58,0.48,-0.51,0.71,9,0
2234,Kelly Johnson,2B,30004,Rays,2014,Steamer,113,481,15,55,52,8,0.231,0.031185031,0.114345114,0.108108108,0.016632017,0.000480249,0.78,0.51,0.45,0.23,-0.51,0.70,9,0
4866,Jarrod Dyson,OF,30909,Royals,2014,Steamer,45,187,1,21,16,16,0.252,0.005347594,0.112299465,0.085561497,0.085561497,0.001347594,-0.96,0.47,-0.04,4.75,-0.50,0.70,9,0
1737,Justin Morneau,1B,29721,Twins,2014,Steamer,113,491,16,61,66,1,0.275,0.032586558,0.124236253,0.134419552,0.00203666,0.000560081,0.87,0.72,1.02,-0.73,-0.51,0.68,9,0
9848,Austin Jackson,OF,31809,Tigers,2014,Steamer,138,642,13,88,60,12,0.275,0.020249221,0.137071651,0.093457944,0.018691589,0.000428349,0.04,1.00,0.13,0.37,-0.51,0.66,8,0
4298,Matt Wieters,C,31553,Orioles,2014,Steamer,122,507,18,58,62,2,0.249,0.035502959,0.114398422,0.122287968,0.003944773,0.000491124,1.07,0.51,0.76,-0.60,-0.51,0.62,8,0
731,Torii Hunter,OF,27593,Tigers,2014,Steamer,138,620,17,78,73,4,0.277,0.027419355,0.125806452,0.117741935,0.006451613,0.000446774,0.53,0.76,0.66,-0.44,-0.51,0.62,8,0
12161,Xander Bogaerts,3B/SS,33878,Red Sox,2014,Steamer,138,558,14,65,64,8,0.261,0.025089606,0.116487455,0.114695341,0.014336918,0.000467742,0.37,0.56,0.59,0.08,-0.51,0.61,8,0
9054,Justin Smoak,1B,31751,Mariners,2014,Steamer,138,577,21,66,68,1,0.231,0.036395147,0.114384749,0.117850953,0.001733102,0.000400347,1.13,0.51,0.66,-0.75,-0.51,0.61,8,0
3797,J.J. Hardy,SS,30182,Orioles,2014,Steamer,144,617,21,71,72,2,0.254,0.034035656,0.115072934,0.116693679,0.003241491,0.000411669,0.97,0.53,0.64,-0.65,-0.51,0.60,8,0
4892,Mike Moustakas,3B,32397,Royals,2014,Steamer,113,470,15,53,58,4,0.257,0.031914894,0.112765957,0.123404255,0.008510638,0.000546809,0.83,0.48,0.78,-0.30,-0.51,0.60,8,0
7462,Trevor Plouffe,3B,31578,Twins,2014,Steamer,122,508,18,56,60,3,0.243,0.035433071,0.11023622,0.118110236,0.005905512,0.000478346,1.07,0.42,0.67,-0.47,-0.51,0.60,8,0
5133,Alexei Ramirez,SS,29851,White Sox,2014,Steamer,143,616,10,66,62,18,0.271,0.016233766,0.107142857,0.100649351,0.029220779,0.000439935,-0.23,0.36,0.29,1.06,-0.51,0.59,7,0
4962,Asdrubal Cabrera,SS,31364,Indians,2014,Steamer,118,524,13,62,59,8,0.259,0.02480916,0.118320611,0.11259542,0.015267176,0.000494275,0.35,0.60,0.55,0.14,-0.51,0.59,7,0
9627,Yan Gomes,C,31977,Indians,2014,Steamer,117,467,15,54,58,3,0.26,0.032119914,0.115631692,0.124197002,0.006423983,0.000556745,0.84,0.54,0.80,-0.44,-0.51,0.58,7,0
11493,Manny Machado,3B,33791,Orioles,2014,Steamer,105,471,12,58,52,7,0.268,0.025477707,0.123142251,0.110403397,0.014861996,0.000569002,0.40,0.70,0.50,0.11,-0.51,0.57,7,0
7571,Lonnie Chisenhall,3B,32420,Indians,2014,Steamer,105,419,14,48,52,3,0.257,0.033412888,0.114558473,0.124105012,0.007159905,0.000613365,0.93,0.52,0.80,-0.39,-0.51,0.56,7,0
12984,Jackie Bradley,OF,32982,Red Sox,2014,Steamer,97,392,8,47,42,10,0.256,0.020408163,0.119897959,0.107142857,0.025510204,0.000653061,0.05,0.63,0.43,0.81,-0.51,0.56,7,0
1845,Jonny Gomes,DH/OF,29547,Red Sox,2014,Steamer,89,378,13,47,46,2,0.246,0.034391534,0.124338624,0.121693122,0.005291005,0.000650794,1.00,0.73,0.74,-0.51,-0.51,0.55,7,0
10815,Jurickson Profar,2B,34020,Rangers,2014,Steamer,146,594,12,69,62,12,0.248,0.02020202,0.116161616,0.104377104,0.02020202,0.000417508,0.04,0.55,0.37,0.46,-0.51,0.54,7,0
6867,Derek Norris,C,32553,Athletics,2014,Steamer,86,350,11,41,40,5,0.232,0.031428571,0.117142857,0.114285714,0.014285714,0.000662857,0.80,0.57,0.58,0.08,-0.51,0.53,7,0
9571,Craig Gentry,OF,30649,Rangers,2014,Steamer,81,322,3,35,29,16,0.259,0.00931677,0.108695652,0.090062112,0.049689441,0.000804348,-0.70,0.39,0.06,2.40,-0.51,0.53,7,0
5486,Abraham Almonte,OF,32686,Mariners,2014,Steamer,78,334,6,38,32,12,0.251,0.017964072,0.113772455,0.095808383,0.035928144,0.000751497,-0.11,0.50,0.18,1.49,-0.51,0.52,7,0
6035,David Murphy,OF,29877,Rangers,2014,Steamer,113,463,12,54,54,6,0.266,0.025917927,0.11663067,0.11663067,0.012958963,0.000574514,0.42,0.56,0.64,-0.01,-0.51,0.51,6,0
2578,Peter Bourjos,OF,31867,Angels,2014,Steamer,130,533,11,58,56,12,0.254,0.020637899,0.108818011,0.105065666,0.022514071,0.000476548,0.07,0.39,0.39,0.62,-0.51,0.51,6,0
5305,Alex Presley,OF,31253,Twins,2014,Steamer,97,433,8,52,41,12,0.267,0.018475751,0.120092379,0.094688222,0.027713626,0.000616628,-0.08,0.63,0.16,0.96,-0.51,0.51,6,0
4903,Matt Dominguez,3B,32748,Astros,2014,Steamer,138,559,18,62,68,2,0.255,0.032200358,0.110912343,0.121645796,0.003577818,0.000456172,0.85,0.44,0.74,-0.63,-0.51,0.50,6,0
2218,Ryan Raburn,OF,29693,Indians,2014,Steamer,81,332,12,39,41,2,0.247,0.036144578,0.11746988,0.123493976,0.006024096,0.000743976,1.11,0.58,0.78,-0.46,-0.51,0.50,6,0
4022,Melky Cabrera,OF,30905,Blue Jays,2014,Steamer,122,549,11,70,60,8,0.285,0.02003643,0.127504554,0.109289617,0.014571949,0.000519126,0.03,0.79,0.48,0.10,-0.51,0.49,6,0
607,Raul Ibanez,OF,26452,Mariners,2014,Steamer,113,475,16,54,59,1,0.24,0.033684211,0.113684211,0.124210526,0.002105263,0.000505263,0.95,0.50,0.80,-0.72,-0.51,0.48,6,0
7577,Marc Krauss,DH/OF,32055,Astros,2014,Steamer,97,399,12,45,45,5,0.24,0.030075188,0.112781955,0.112781955,0.012531328,0.000601504,0.71,0.48,0.55,-0.04,-0.51,0.47,6,0
393,Victor Martinez,C,28847,Tigers,2014,Steamer,138,583,15,71,74,2,0.293,0.025728988,0.121783877,0.126929674,0.003430532,0.000502573,0.41,0.67,0.86,-0.63,-0.51,0.47,6,0
