"","id","file"
"1",10155,"mike_trout.jpg"
"2",1744,"miguel_cabrera.jpg"
"3",1887,"jose_bautista.jpg"
"4",9272,"chris_davis.jpg"
"5",2151,"edwin_encarnacion.jpg"
"6",4727,"jacoby_ellsbury.jpg"
"7",1177,"albert_pujols.jpg"
"8",4613,"prince_fielder.jpg"
"9",6368,"adam_jones.jpg"
"10",9368,"evan_longoria.jpg"
"11",3708,"rajai_davis.jpg"
"12",639,"adrian_beltre.jpg"
"13",2090,"alex_rios.jpg"
"14",11846,"leonys_martin.jpg"
"15",1572,"coco_crisp.jpg"
"16",6876,"mark_trumbo.jpg"
"17",10071,"jonathan_villar.jpg"
"18",13110,"yoenis_cespedes.jpg"
"19",6195,"ian_kinsler.jpg"
"20",319,"adam_dunn.jpg"
"21",745,"david_ortiz.jpg"
"22",847,"alfonso_soriano.jpg"
"23",9776,"jason_kipnis.jpg"
"24",2434,"nelson_cruz.jpg"
"25",1281,"mark_teixeira.jpg"
"26",3516,"eric_hosmer.jpg"
"27",4747,"curtis_granderson.jpg"
"28",10047,"wil_myers.jpg"
"29",3269,"robinson_cano.jpg"
"30",1875,"josh_hamilton.jpg"
"31",1965,"desmond_jennings.jpg"
"32",9911,"chris_carter.jpg"
"33",7002,"will_middlebrooks.jpg"
"34",5247,"brett_lawrie.jpg"
"35",5417,"jose_altuve.jpg"
"36",1736,"jose_reyes.jpg"
"37",8027,"adam_lind.jpg"
"38",4467,"brandon_moss.jpg"
"39",1677,"shane_victorino.jpg"
"40",8610,"kendrys_morales.jpg"
"41",9927,"brett_gardner.jpg"
"42",5038,"josh_donaldson.jpg"
"43",11200,"kole_calhoun.jpg"
"44",3892,"josh_reddick.jpg"
"45",9893,"colby_rasmus.jpg"
"46",3057,"mike_napoli.jpg"
"47",9981,"michael_saunders.jpg"
"48",4599,"nick_swisher.jpg"
"49",2103,"josh_willingham.jpg"
"50",5209,"alex_gordon.jpg"
"51",3882,"chris_young.jpg"
"52",6387,"michael_bourn.jpg"
"53",3353,"matt_joyce.jpg"
"54",3086,"mitch_moreland.jpg"
"55",10306,"oswaldo_arcia.jpg"
"56",8709,"elvis_andrus.jpg"
"57",7399,"billy_butler.jpg"
"58",2396,"carlos_santana.jpg"
"59",8370,"dustin_pedroia.jpg"
"60",3371,"alejandro_de_aza.jpg"
"61",3190,"nate_mclouth.jpg"
"62",9785,"kyle_seager.jpg"
"63",7435,"ben_zobrist.jpg"
"64",9328,"drew_stubbs.jpg"
"65",12775,"brad_miller.jpg"
"66",697,"j.p._arencibia.jpg"
"67",3917,"dayan_viciedo.jpg"
"68",5760,"avisail_garcia.jpg"
"69",2234,"kelly_johnson.jpg"
"70",4866,"jarrod_dyson.jpg"
"71",1737,"justin_morneau.jpg"
"72",9848,"austin_jackson.jpg"
"73",4298,"matt_wieters.jpg"
"74",731,"torii_hunter.jpg"
"75",12161,"xander_bogaerts.jpg"
"76",9054,"justin_smoak.jpg"
"77",3797,"j.j._hardy.jpg"
"78",4892,"mike_moustakas.jpg"
"79",7462,"trevor_plouffe.jpg"
"80",5133,"alexei_ramirez.jpg"
"81",4962,"asdrubal_cabrera.jpg"
"82",9627,"yan_gomes.jpg"
"83",11493,"manny_machado.jpg"
"84",7571,"lonnie_chisenhall.jpg"
"85",12984,"jackie_bradley.jpg"
"86",1845,"jonny_gomes.jpg"
"87",10815,"jurickson_profar.jpg"
"88",6867,"derek_norris.jpg"
"89",9571,"craig_gentry.jpg"
"90",5486,"abraham_almonte.jpg"
"91",6035,"david_murphy.jpg"
"92",2578,"peter_bourjos.jpg"
"93",5305,"alex_presley.jpg"
"94",4903,"matt_dominguez.jpg"
"95",2218,"ryan_raburn.jpg"
"96",4022,"melky_cabrera.jpg"
"97",607,"raul_ibanez.jpg"
"98",7577,"marc_krauss.jpg"
"99",393,"victor_martinez.jpg"
"100",4229,"howie_kendrick.jpg"
"101",9077,"lorenzo_cain.jpg"
"102",13051,"chris_colabello.jpg"
"103",9810,"brian_dozier.jpg"
"104",8722,"jason_castro.jpg"
"105",5254,"robbie_grossman.jpg"
"106",7480,"mike_carp.jpg"
"107",7304,"salvador_perez.jpg"
"108",4082,"erick_aybar.jpg"
"109",4106,"michael_brantley.jpg"
"110",3707,"geovany_soto.jpg"
"111",12434,"kevin_pillar.jpg"
"112",5097,"anthony_gose.jpg"
"113",10166,"nick_franklin.jpg"
"114",12533,"marcus_semien.jpg"
"115",7476,"alex_avila.jpg"
"116",242,"paul_konerko.jpg"
"117",6827,"justin_maxwell.jpg"
"118",9957,"steve_pearce.jpg"
"119",5557,"jarrod_saltalamacchia.jpg"
"120",6453,"andy_dirks.jpg"
"121",6310,"alcides_escobar.jpg"
"122",629,"brandon_barnes.jpg"
"123",9134,"tyler_flowers.jpg"
"124",7888,"ryan_flaherty.jpg"
"125",1101,"ichiro_suzuki.jpg"
"126",7215,"david_lough.jpg"
"127",2161,"jason_kubel.jpg"
"128",4418,"jed_lowrie.jpg"
"129",13265,"mike_zunino.jpg"
"130",5297,"aaron_hicks.jpg"
"131",1857,"joe_mauer.jpg"
"132",8385,"pedro_florimon.jpg"
"133",7250,"collin_cowgill.jpg"
"134",11737,"nick_castellanos.jpg"
"135",5986,"mike_aviles.jpg"
"136",2881,"scott_sizemore.jpg"
"137",9414,"quintin_berry.jpg"
"138",4918,"engel_beltre.jpg"
"139",7927,"eric_sogard.jpg"
"140",8267,"chris_iannetta.jpg"
"141",5506,"george_kottaras.jpg"
"142",6732,"zoilo_almonte.jpg"
"143",6582,"nate_freiman.jpg"
"144",6050,"moises_sierra.jpg"
"145",2505,"hank_conger.jpg"
"146",9308,"josh_phegley.jpg"
"147",5278,"pedro_ciriaco.jpg"
"148",8760,"carlos_peguero.jpg"
"149",5913,"leury_garcia.jpg"
"150",7316,"darin_mastroianni.jpg"
"151",2073,"jeff_baker.jpg"
"152",9015,"gordon_beckham.jpg"
"153",166,"brian_roberts.jpg"
"154",11265,"jonathan_schoop.jpg"
"155",818,"jason_giambi.jpg"
"156",9682,"adam_rosales.jpg"
"157",11376,"michael_choice.jpg"
"158",1551,"david_ross.jpg"
"159",6341,"luis_jimenez.jpg"
"160",447,"melky_mesa.jpg"
"161",4293,"brett_hayes.jpg"
"162",2113,"ryan_doumit.jpg"
"163",10059,"max_stassi.jpg"
"164",4792,"jeff_francoeur.jpg"
"165",13510,"jose_ramirez.jpg"
"166",1609,"omar_infante.jpg"
"167",9187,"jordan_danks.jpg"
"168",7423,"shane_peterson.jpg"
"169",4606,"chris_snyder.jpg"
"170",5450,"daniel_nava.jpg"
"171",9700,"casper_wells.jpg"
"172",5000,"stephen_vogt.jpg"
"173",6806,"josmil_pinto.jpg"
"174",10053,"grant_green.jpg"
"175",3373,"clete_thomas.jpg"
"176",9009,"conor_gillaspie.jpg"
"177",2140,"delmon_young.jpg"
"178",6262,"tommy_field.jpg"
"179",6364,"danny_valencia.jpg"
"180",6656,"l.j._hoes.jpg"
"181",6589,"sean_rodriguez.jpg"
"182",3867,"kelly_shoppach.jpg"
"183",2554,"chris_parmelee.jpg"
"184",3388,"chris_getz.jpg"
"185",11038,"kevin_kiermaier.jpg"
"186",1617,"lyle_overbay.jpg"
"187",7619,"mark_reynolds.jpg"
"188",6448,"jim_adduci.jpg"
"189",8272,"matt_tuiasosopo.jpg"
"190",5887,"john_jaso.jpg"
"191",8434,"brett_wallace.jpg"
"192",6601,"luke_montz.jpg"
"193",2225,"jason_bourgeois.jpg"
"194",8631,"cord_phelps.jpg"
"195",746,"a.j._pierzynski.jpg"
"196",5930,"nick_markakis.jpg"
"197",81,"henry_blanco.jpg"
"198",6402,"brent_morel.jpg"
"199",9345,"brock_holt.jpg"
"200",3142,"robinson_chirinos.jpg"
"201",1861,"wilson_betemit.jpg"
"202",5497,"marwin_gonzalez.jpg"
"203",1159,"andrew_romine.jpg"
"204",5587,"carlos_corporan.jpg"
"205",8145,"eric_fryer.jpg"
"206",5653,"ryan_roberts.jpg"
"207",7290,"jake_elmore.jpg"
"208",1591,"jamey_carroll.jpg"
"209",9854,"efren_navarro.jpg"
"210",548,"lance_berkman.jpg"
"211",3209,"julio_borbon.jpg"
"212",4054,"emilio_bonifacio.jpg"
"213",941,"miguel_tejada.jpg"
"214",5514,"jesus_montero.jpg"
"215",2162,"freddy_guzman.jpg"
"216",914,"brennan_boesch.jpg"
"217",7799,"joey_butler.jpg"
"218",3492,"angel_sanchez.jpg"
"219",5476,"brandon_laird.jpg"
"220",8175,"chris_nelson.jpg"
"221",7095,"chris_dickerson.jpg"
"222",5219,"wilkin_ramirez.jpg"
"223",3402,"trevor_crowe.jpg"
"224",9856,"brandon_snyder.jpg"
"225",9048,"ezequiel_carrera.jpg"
"226",1274,"alex_rodriguez.jpg"
"227",7949,"tim_beckham.jpg"
"228",5665,"yamaico_navarro.jpg"
"229",1417,"ramon_santiago.jpg"
"230",3188,"luis_cruz.jpg"
"231",4793,"travis_ishikawa.jpg"
"232",4748,"matt_carson.jpg"
"233",3469,"luke_scott.jpg"
"234",5248,"alexi_casilla.jpg"
"235",1554,"dewayne_wise.jpg"
"236",395,"john_mcdonald.jpg"
"237",6444,"andy_laroche.jpg"
"238",8254,"sam_fuld.jpg"
"239",1392,"mark_derosa.jpg"
"240",4675,"tyler_greene.jpg"
"241",173,"scott_cousins.jpg"
"242",8810,"blake_tekotte.jpg"
"243",4142,"jonathan_diaz.jpg"
"244",1885,"brad_hawpe.jpg"
"245",2172,"hector_gimenez.jpg"
"246",2167,"dan_johnson.jpg"
"247",4751,"elliot_johnson.jpg"
"248",4049,"miguel_gonzalez.jpg"
"249",3583,"omir_santos.jpg"
"250",4518,"doug_bernier.jpg"
"251",3255,"franklin_gutierrez.jpg"
"252",4906,"alberto_gonzalez.jpg"
"253",5411,"alex_liddi.jpg"
"254",7324,"chris_gimenez.jpg"
"255",198,"danny_worth.jpg"
"256",9362,"adam_moore.jpg"
"257",3790,"jayson_nix.jpg"
"258",1717,"jason_bay.jpg"
"259",98,"ryan_langerhans.jpg"
"260",6046,"matt_pagnozzi.jpg"
"261",7610,"lou_marson.jpg"
"262",3620,"shelley_duncan.jpg"
"263",1142,"rick_ankiel.jpg"
"264",934,"carlos_pena.jpg"
"265",7419,"mike_nickeas.jpg"
"266",9442,"brandon_bantz.jpg"
"267",9871,"bryan_anderson.jpg"
"268",1824,"humberto_quintero.jpg"
"269",877,"john_hester.jpg"
"270",1825,"david_dejesus.jpg"
"271",2216,"don_kelly.jpg"
"272",7389,"david_adams.jpg"
"273",9542,"steve_clevenger.jpg"
"274",8879,"ryan_lavarnway.jpg"
"275",5751,"hernan_perez.jpg"
"276",9423,"chris_mcguiness.jpg"
"277",4556,"james_loney.jpg"
"278",6165,"irving_falu.jpg"
"279",6740,"johnny_giavotella.jpg"
"280",10346,"j.r._murphy.jpg"
"281",4900,"robert_andino.jpg"
"282",2178,"brendan_harris.jpg"
"283",9461,"thomas_neal.jpg"
"284",5928,"daric_barton.jpg"
"285",2498,"jemile_weeks.jpg"
"286",3878,"chris_stewart.jpg"
"287",5503,"corban_joseph.jpg"
"288",9689,"josh_thole.jpg"
"289",3972,"andy_parrino.jpg"
"290",3411,"drew_butera.jpg"
"291",13047,"munenori_kawasaki.jpg"
"292",193,"carlos_triunfel.jpg"
"293",8259,"kurt_suzuki.jpg"
"294",5942,"jesus_sucre.jpg"
"295",4251,"stephen_drew.jpg"
"296",7331,"seth_smith.jpg"
"297",5275,"francisco_cervelli.jpg"
"298",1738,"jhonny_peralta.jpg"
"299",11287,"bryan_holaday.jpg"
"300",6153,"eduardo_escobar.jpg"
"301",3231,"brayan_pena.jpg"
"302",6677,"j.b._shuck.jpg"
"303",10231,"jose_iglesias.jpg"
"304",9284,"chris_herrmann.jpg"
"305",3856,"jeff_keppinger.jpg"
"306",10099,"dustin_ackley.jpg"
"307",4243,"jose_lobaton.jpg"
"308",25,"jose_molina.jpg"
"309",9807,"ryan_goins.jpg"
"310",3336,"alberto_callaspo.jpg"
"311",6073,"brendan_ryan.jpg"
"312",4191,"yunel_escobar.jpg"
"313",13074,"yu_darvish.jpg"
"314",3137,"max_scherzer.jpg"
"315",4772,"felix_hernandez.jpg"
"316",5867,"danny_salazar.jpg"
"317",3184,"david_price.jpg"
"318",5070,"josh_fields.jpg"
"319",3284,"anibal_sanchez.jpg"
"320",8700,"justin_verlander.jpg"
"321",9425,"doug_fister.jpg"
"322",4734,"sergio_santos.jpg"
"323",4897,"scott_kazmir.jpg"
"324",6562,"alex_cobb.jpg"
"325",7059,"james_shields.jpg"
"326",4567,"josh_johnson.jpg"
"327",3321,"darren_o'day.jpg"
"328",1051,"jake_peavy.jpg"
"329",1507,"john_lackey.jpg"
"330",14107,"kevin_gausman.jpg"
"331",1890,"matt_moore.jpg"
"332",11132,"a.j._griffin.jpg"
"333",2038,"justin_masterson.jpg"
"334",404,"cc_sabathia.jpg"
"335",13048,"hisashi_iwakuma.jpg"
"336",375,"bartolo_colon.jpg"
"337",3374,"ubaldo_jimenez.jpg"
"338",5448,"jesse_chavez.jpg"
"339",4930,"jon_lester.jpg"
"340",4141,"derek_holland.jpg"
"341",2429,"corey_kluber.jpg"
"342",7608,"tommy_milone.jpg"
"343",7841,"jerry_blevins.jpg"
"344",3200,"ervin_santana.jpg"
"345",2717,"rick_porcello.jpg"
"346",9460,"dan_straily.jpg"
"347",11720,"justin_grimm.jpg"
"348",3886,"gavin_floyd.jpg"
"349",7441,"wade_davis.jpg"
"350",4849,"joe_blanton.jpg"
"351",3283,"hiroki_kuroda.jpg"
"352",4241,"brad_lincoln.jpg"
"353",1994,"ivan_nova.jpg"
"354",5088,"franklin_morales.jpg"
"355",4026,"hector_santiago.jpg"
"356",1478,"felix_doubront.jpg"
"357",3126,"luis_mendoza.jpg"
"358",27,"ramon_ortiz.jpg"
"359",3241,"josh_roenicke.jpg"
"360",1667,"jeremy_bonderman.jpg"
"361",3273,"roberto_hernandez.jpg"
"362",10326,"chad_jenkins.jpg"
"363",6399,"jose_cisnero.jpg"
"364",8368,"troy_patton.jpg"
"365",2868,"drake_britton.jpg"
"366",7466,"anthony_swarzak.jpg"
"367",9943,"todd_redmond.jpg"
"368",5279,"chris_tillman.jpg"
"369",7450,"phil_hughes.jpg"
"370",6661,"alex_colome.jpg"
"371",4235,"jered_weaver.jpg"
"372",4538,"jason_hammel.jpg"
"373",4371,"jeremy_hellickson.jpg"
"374",5401,"brad_peacock.jpg"
"375",5089,"scott_diamond.jpg"
"376",9303,"dylan_axelrod.jpg"
"377",11716,"nick_tepesch.jpg"
"378",13071,"wei-yin_chen.jpg"
"379",1245,"r.a._dickey.jpg"
"380",3580,"c.j._wilson.jpg"
"381",6316,"david_phelps.jpg"
"382",6345,"chris_archer.jpg"
"383",9492,"bud_norris.jpg"
"384",11423,"jose_quintana.jpg"
"385",5358,"jose_alvarez.jpg"
"386",10314,"erasmo_ramirez.jpg"
"387",2895,"zach_mcallister.jpg"
"388",10261,"alexi_ogando.jpg"
"389",11828,"james_paxton.jpg"
"390",7541,"lucas_harrell.jpg"
"391",6317,"esmil_rogers.jpg"
"392",6283,"scott_feldman.jpg"
"393",5285,"samuel_deduno.jpg"
"394",7024,"miguel_gonzalez.jpg"
"395",12703,"trevor_bauer.jpg"
"396",1451,"aaron_harang.jpg"
"397",6435,"vance_worley.jpg"
"398",1137,"jerome_williams.jpg"
"399",769,"bruce_chen.jpg"
"400",6329,"john_danks.jpg"
"401",6902,"martin_perez.jpg"
"402",225,"mark_buehrle.jpg"
"403",5203,"mike_pelfrey.jpg"
"404",4366,"joe_saunders.jpg"
"405",2072,"jeremy_guthrie.jpg"
"406",1767,"kevin_correia.jpg"
